"Time (s) Run #1";"Temperature 1, Ch 2 (°C) Run #1";"Temperature 2, Ch 2 (°C) Run #1";"Temperature 3, Ch 2 (°C) Run #1";"Temperature 1, Ch 1 (°C) Run #1";"Temperature 2, Ch 1 (°C) Run #1";"Temperature 3, Ch 1 (°C) Run #1";"Time (s) Run #2";"Temperature 1, Ch 1 (°C) Run #2";"Temperature 2, Ch 1 (°C) Run #2";"Temperature 3, Ch 1 (°C) Run #2";"Force Beam 1 (N) Run #2";"Force Beam 2 (N) Run #2";"Force Beam 3 (N) Run #2";"Force Beam 4 (N) Run #2";"Normal Force (N) Run #2";"Parallel Force (N) Run #2";"Time (s) Run #3";"Temperature 1, Ch 1 (°C) Run #3";"Temperature 2, Ch 1 (°C) Run #3";"Temperature 3, Ch 1 (°C) Run #3";"Force Beam 1 (N) Run #3";"Force Beam 2 (N) Run #3";"Force Beam 3 (N) Run #3";"Force Beam 4 (N) Run #3";"Normal Force (N) Run #3";"Parallel Force (N) Run #3";"Time (s) Run #4";"Temperature 1, Ch 1 (°C) Run #4";"Temperature 2, Ch 1 (°C) Run #4";"Temperature 3, Ch 1 (°C) Run #4";"Force Beam 1 (N) Run #4";"Force Beam 2 (N) Run #4";"Force Beam 3 (N) Run #4";"Force Beam 4 (N) Run #4";"Normal Force (N) Run #4";"Parallel Force (N) Run #4";"Time (s) Run #5";"Temperature 1, Ch 2 (°C) Run #5";"Temperature 2, Ch 2 (°C) Run #5";"Temperature 3, Ch 2 (°C) Run #5";"Temperature 1, Ch 1 (°C) Run #5";"Temperature 2, Ch 1 (°C) Run #5";"Temperature 3, Ch 1 (°C) Run #5";"Time (s) Run #6";"Temperature 1, Ch 2 (°C) Run #6";"Temperature 2, Ch 2 (°C) Run #6";"Temperature 3, Ch 2 (°C) Run #6";"Temperature 1, Ch 1 (°C) Run #6";"Temperature 2, Ch 1 (°C) Run #6";"Temperature 3, Ch 1 (°C) Run #6"
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,500;24,19;31,24;29,80;6,88;6,35;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,550;24,19;31,24;29,80;6,88;6,35;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,600;24,20;31,24;29,80;6,88;6,35;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,650;24,20;31,24;29,80;6,88;6,34;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,700;24,20;31,24;29,80;6,87;6,34;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,750;24,20;31,24;29,80;6,87;6,34;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,800;24,20;31,24;29,80;6,87;6,34;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,850;24,20;31,24;29,80;6,88;6,34;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,900;24,20;31,24;29,80;6,87;6,33;4,35
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;568,950;24,20;31,24;29,80;6,87;6,34;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,000;24,20;31,23;29,80;6,87;6,33;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,050;24,20;31,24;29,80;6,87;6,33;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,100;24,20;31,24;29,80;6,87;6,33;4,36
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,150;24,21;31,24;29,80;6,87;6,33;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,200;24,21;31,24;29,80;6,87;6,33;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,250;24,21;31,24;29,80;6,88;6,32;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,300;24,21;31,24;29,80;6,87;6,32;4,37
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,350;24,21;31,24;29,80;6,87;6,32;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,400;24,21;31,24;29,80;6,87;6,32;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,450;24,21;31,24;29,80;6,87;6,32;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,500;24,21;31,24;29,80;6,87;6,32;4,38
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,550;24,21;31,24;29,80;6,87;6,32;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,600;24,22;31,24;29,80;6,87;6,32;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,650;24,22;31,24;29,80;6,86;6,32;4,39
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,700;24,22;31,24;29,80;6,87;6,32;4,40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,750;24,22;31,24;29,80;6,87;6,32;4,40
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,800;24,22;31,24;29,79;6,86;6,32;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,850;24,22;31,25;29,79;6,86;6,32;4,41
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,900;24,22;31,25;29,80;6,87;6,32;4,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;569,950;24,22;31,25;29,79;6,86;6,32;4,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,000;24,22;31,25;29,79;6,86;6,32;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,050;24,22;31,25;29,79;6,86;6,31;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,100;24,22;31,25;29,79;6,86;6,32;4,44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,150;24,22;31,26;29,79;6,86;6,31;4,45
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,200;24,23;31,26;29,79;6,86;6,31;4,45
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,250;24,23;31,26;29,79;6,86;6,31;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,300;24,23;31,26;29,79;6,86;6,31;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,350;24,23;31,26;29,79;6,86;6,31;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,400;24,23;31,27;29,79;6,86;6,31;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,450;24,23;31,27;29,79;6,86;6,30;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,500;24,23;31,27;29,79;6,86;6,30;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,550;24,23;31,27;29,79;6,86;6,30;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,600;24,23;31,28;29,79;6,86;6,30;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,650;24,24;31,28;29,79;6,86;6,30;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,700;24,24;31,29;29,79;6,86;6,29;4,51
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,750;24,24;31,29;29,79;6,86;6,29;4,51
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,800;24,24;31,29;29,79;6,86;6,29;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,850;24,24;31,29;29,79;6,86;6,28;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,900;24,24;31,30;29,79;6,86;6,29;4,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;570,950;24,24;31,30;29,79;6,85;6,28;4,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,000;24,24;31,31;29,79;6,85;6,28;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,050;24,24;31,31;29,79;6,85;6,28;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,100;24,24;31,31;29,79;6,85;6,27;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,150;24,24;31,32;29,79;6,85;6,27;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,200;24,25;31,32;29,79;6,85;6,27;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,250;24,25;31,33;29,79;6,85;6,27;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,300;24,25;31,33;29,79;6,85;6,26;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,350;24,25;31,34;29,79;6,85;6,26;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,400;24,25;31,34;29,79;6,85;6,26;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,450;24,25;31,34;29,79;6,85;6,25;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,500;24,25;31,35;29,80;6,85;6,25;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,550;24,25;31,35;29,80;6,85;6,25;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,600;24,25;31,35;29,80;6,85;6,25;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,650;24,25;31,36;29,80;6,85;6,24;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,700;24,25;31,36;29,80;6,85;6,24;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,750;24,26;31,37;29,80;6,85;6,24;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,800;24,26;31,37;29,80;6,85;6,24;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,850;24,26;31,37;29,80;6,85;6,24;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,900;24,26;31,38;29,80;6,85;6,24;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;571,950;24,26;31,38;29,80;6,85;6,23;4,55
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,000;24,26;31,39;29,80;6,85;6,23;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,050;24,26;31,39;29,80;6,85;6,23;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,100;24,26;31,40;29,80;6,85;6,23;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,150;24,26;31,40;29,80;6,85;6,22;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,200;24,26;31,40;29,80;6,85;6,22;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,250;24,27;31,41;29,81;6,84;6,22;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,300;24,27;31,41;29,80;6,84;6,22;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,350;24,27;31,42;29,80;6,85;6,21;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,400;24,27;31,42;29,80;6,85;6,22;4,54
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,450;24,27;31,43;29,81;6,85;6,21;4,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,500;24,27;31,43;29,80;6,84;6,21;4,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,550;24,27;31,44;29,80;6,85;6,21;4,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,600;24,27;31,44;29,80;6,84;6,21;4,53
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,650;24,27;31,44;29,80;6,84;6,21;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,700;24,27;31,45;29,80;6,84;6,20;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,750;24,27;31,45;29,81;6,84;6,20;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,800;24,28;31,46;29,80;6,84;6,20;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,850;24,28;31,46;29,80;6,84;6,20;4,52
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,900;24,28;31,46;29,80;6,84;6,20;4,51
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;572,950;24,28;31,47;29,80;6,84;6,20;4,51
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,000;24,28;31,47;29,80;6,84;6,19;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,050;24,28;31,47;29,80;6,84;6,19;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,100;24,28;31,48;29,80;6,84;6,19;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,150;24,28;31,48;29,80;6,84;6,19;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,200;24,28;31,48;29,80;6,84;6,19;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,250;24,28;31,49;29,80;6,84;6,18;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,300;24,29;31,49;29,80;6,84;6,19;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,350;24,29;31,50;29,80;6,84;6,18;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,400;24,29;31,50;29,80;6,84;6,18;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,450;24,29;31,50;29,80;6,84;6,18;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,500;24,29;31,50;29,80;6,84;6,18;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,550;24,29;31,51;29,80;6,84;6,18;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,600;24,29;31,51;29,81;6,84;6,18;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,650;24,29;31,51;29,80;6,84;6,18;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,700;24,29;31,52;29,81;6,83;6,17;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,750;24,29;31,52;29,81;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,800;24,30;31,52;29,80;6,84;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,850;24,30;31,53;29,80;6,83;6,18;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,900;24,30;31,53;29,80;6,84;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;573,950;24,30;31,53;29,80;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,000;24,30;31,54;29,80;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,050;24,30;31,54;29,80;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,100;24,30;31,54;29,80;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,150;24,30;31,55;29,80;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,200;24,30;31,55;29,80;6,83;6,17;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,250;24,30;31,55;29,79;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,300;24,31;31,56;29,79;6,83;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,350;24,31;31,56;29,79;6,83;6,17;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,400;24,31;31,56;29,79;6,83;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,450;24,31;31,57;29,79;6,83;6,17;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,500;24,31;31,57;29,79;6,83;6,17;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,550;24,31;31,57;29,78;6,83;6,17;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,600;24,31;31,57;29,78;6,83;6,17;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,650;24,31;31,58;29,78;6,83;6,17;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,700;24,31;31,58;29,78;6,83;6,17;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,750;24,31;31,59;29,78;6,83;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,800;24,31;31,59;29,78;6,83;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,850;24,32;31,59;29,78;6,83;6,17;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,900;24,32;31,60;29,77;6,83;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;574,950;24,32;31,60;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,000;24,32;31,61;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,050;24,32;31,61;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,100;24,32;31,61;29,77;6,83;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,150;24,32;31,62;29,77;6,82;6,16;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,200;24,32;31,62;29,77;6,82;6,16;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,250;24,32;31,63;29,77;6,82;6,15;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,300;24,32;31,63;29,77;6,82;6,16;4,50
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,350;24,33;31,63;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,400;24,33;31,64;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,450;24,33;31,64;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,500;24,33;31,64;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,550;24,33;31,65;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,600;24,33;31,65;29,77;6,82;6,15;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,650;24,33;31,65;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,700;24,33;31,66;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,750;24,33;31,66;29,77;6,82;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,800;24,33;31,67;29,77;6,82;6,16;4,49
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,850;24,33;31,67;29,77;6,82;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,900;24,34;31,67;29,77;6,82;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;575,950;24,34;31,67;29,77;6,82;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,000;24,34;31,68;29,77;6,81;6,16;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,050;24,34;31,68;29,77;6,82;6,16;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,100;24,34;31,69;29,77;6,82;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,150;24,34;31,69;29,77;6,81;6,16;4,48
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,200;24,34;31,69;29,77;6,82;6,16;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,250;24,34;31,70;29,77;6,81;6,16;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,300;24,34;31,70;29,76;6,81;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,350;24,34;31,70;29,76;6,81;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,400;24,34;31,70;29,76;6,82;6,17;4,47
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,450;24,35;31,71;29,76;6,81;6,17;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,500;24,35;31,71;29,76;6,81;6,17;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,550;24,35;31,71;29,77;6,81;6,17;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,600;24,35;31,72;29,76;6,81;6,17;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,650;24,35;31,72;29,76;6,81;6,17;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,700;24,35;31,72;29,77;6,81;6,17;4,46
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,750;24,35;31,72;29,77;6,81;6,17;4,45
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,800;24,35;31,73;29,77;6,81;6,17;4,45
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,850;24,35;31,73;29,77;6,81;6,17;4,45
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,900;24,35;31,73;29,77;6,81;6,17;4,45
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;576,950;24,35;31,74;29,77;6,81;6,16;4,44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,000;24,36;31,74;29,77;6,81;6,17;4,44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,050;24,36;31,74;29,77;6,81;6,16;4,44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,100;24,35;31,74;29,77;6,81;6,16;4,44
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,150;24,36;31,74;29,77;6,81;6,16;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,200;24,36;31,75;29,77;6,81;6,16;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,250;24,36;31,75;29,78;6,81;6,16;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,300;24,36;31,75;29,78;6,81;6,16;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,350;24,36;31,75;29,78;6,81;6,16;4,43
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,400;24,36;31,75;29,78;6,81;6,17;4,42
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;577,450;24,37;31,75;29,78;6,81;6,16;4,42
